Navire,IMO,Type,Port,Date_arrivee_rade,Date_depart_rade,Duree_en_rade,Duree_en_rade_heures,Raison,Jauge_brute_GT,Longueur_LOA_m,Tirant_eau_m,Navires_en_attente_rade,Indice_congestion_port,Conditions_meteo,Poste_a_quai_assigne,Jour_semaine,Mois,Annee
Pétrolier Synth-011,IMO9600010,Pétrolier,Port d'Alger,2023-08-23 09:15,2023-09-06 18:46,345h31,345.51666666666665,Saturation totale du port,14147,190.95,13.82,17,0.76,Mer agitée,Q9,Mercredi,8,2023
Vraquier Synth-012,IMO9600011,Vraquier,Port d'Alger,2022-07-16 16:10,2022-07-23 19:51,171h41,171.68333333333334,Grève des dockers,17494,196.26,13.93,10,0.7,Vent fort,Q9,Samedi,7,2022
Vraquier Synth-013,IMO9600012,Vraquier,Port d'Alger,2022-06-16 00:50,2022-06-27 04:15,267h25,267.4166666666667,Grève des dockers,50198,137.85,9.83,24,0.99,Vent fort,Q11,Jeudi,6,2022
Porte-conteneurs Synth-014,IMO9600013,Porte-conteneurs,Port d'Alger,2023-08-21 07:15,2023-08-27 16:30,153h15,153.25,Attente prolongée poste à quai,43890,234.25,13.66,16,0.73,Mer agitée,Q8,Lundi,8,2023
Céréalier Synth-015,IMO9600014,Céréalier,Port d'Alger,2024-10-25 20:10,2024-10-31 23:39,147h29,147.48333333333332,Encombrement quai sévère,37735,220.87,13.46,11,0.7,Houle,Q11,Vendredi,10,2024
Cimentier Synth-016,IMO9600015,Cimentier,Port d'Alger,2023-11-27 17:55,2023-12-05 14:19,188h24,188.4,Avarie technique nécessitant expertise,18341,149.63,10.14,18,0.75,Houle,Q4,Lundi,11,2023
Roulier Synth-017,IMO9600016,Roulier (Ro-Ro),Port d'Alger,2022-09-02 20:30,2022-09-11 01:53,197h23,197.38333333333333,Attente silo disponible (saturation),39975,164.4,10.33,14,0.75,Beau temps,Q2,Vendredi,9,2022
Vraquier Synth-018,IMO9600017,Vraquier,Port d'Alger,2022-02-04 23:20,2022-02-17 20:32,309h12,309.2,Encombrement quai sévère,20422,120.57,8.3,22,0.8,Beau temps,Q11,Vendredi,2,2022
Vraquier Synth-019,IMO9600018,Vraquier,Port d'Alger,2024-10-21 00:45,2024-10-28 02:31,169h46,169.76666666666668,Saturation totale du port,26486,200.6,10.32,8,0.7,Mer agitée,Q11,Lundi,10,2024
Céréalier Synth-020,IMO9600019,Céréalier,Port d'Alger,2022-04-03 11:35,2022-04-08 15:18,123h43,123.71666666666667,Avarie technique nécessitant expertise,36312,178.88,10.02,13,0.7,Houle,Q7,Dimanche,4,2022
Cimentier Synth-021,IMO9600020,Cimentier,Port d'Alger,2023-07-02 01:30,2023-07-12 06:36,245h06,245.1,Pénurie de pilotes,31129,125.18,7.59,16,0.75,Vent fort,Q6,Dimanche,7,2023
Porte-conteneurs Synth-022,IMO9600021,Porte-conteneurs,Port d'Alger,2023-11-27 04:00,2023-12-02 07:16,123h16,123.26666666666667,Attente prolongée poste à quai,30414,156.61,10.14,13,0.7,Mer agitée,Q7,Lundi,11,2023
Pétrolier Synth-023,IMO9600022,Pétrolier,Port d'Alger,2024-11-20 23:35,2024-11-28 18:46,187h11,187.18333333333334,Encombrement quai sévère,76494,184.05,11.39,11,0.73,Beau temps,Q11,Mercredi,11,2024
Roulier Synth-024,IMO9600023,Roulier (Ro-Ro),Port d'Alger,2022-12-16 07:20,2022-12-22 10:58,147h38,147.63333333333333,Pénurie de pilotes,26949,169.08,10.01,14,0.7,Beau temps,Q2,Vendredi,12,2022
Vraquier Synth-025,IMO9600024,Vraquier,Port d'Alger,2023-04-16 10:45,2023-04-25 03:48,209h03,209.05,Tempête majeure / Fermeture du port,64918,212.97,14.03,16,0.74,Houle,Q7,Dimanche,4,2023
Pétrolier Synth-026,IMO9600025,Pétrolier,Port d'Alger,2023-04-02 04:55,2023-04-07 16:08,131h13,131.21666666666667,Panne grue portuaire majeure,35181,140.83,10.46,10,0.7,Beau temps,Q8,Dimanche,4,2023
Cimentier Synth-027,IMO9600026,Cimentier,Port d'Alger,2024-12-09 13:35,2024-12-24 00:21,346h46,346.76666666666665,Panne système informatique portuaire,19351,147.08,6.8,14,0.7,Mer agitée,Q9,Lundi,12,2024
Porte-conteneurs Synth-028,IMO9600027,Porte-conteneurs,Port d'Alger,2023-12-02 22:25,2023-12-10 01:23,170h58,170.96666666666667,Conflit social au port,109163,249.48,14.26,17,0.83,Houle,Q3,Samedi,12,2023
Pétrolier Synth-029,IMO9600028,Pétrolier,Port d'Alger,2022-11-22 08:40,2022-12-07 03:39,354h59,354.98333333333335,Conflit social au port,43175,215.2,10.54,21,0.85,Vent fort,Q8,Mardi,11,2022
Pétrolier Synth-030,IMO9600029,Pétrolier,Port d'Alger,2022-11-12 19:20,2022-11-20 07:42,180h22,180.36666666666667,Saturation totale du port,27659,169.51,10.6,15,0.77,Beau temps,Q11,Samedi,11,2022
Vraquier Synth-031,IMO9600030,Vraquier,Port d'Alger,2024-11-16 21:25,2024-11-30 21:02,335h37,335.6166666666667,Attente silo disponible (saturation),37722,133.61,9.65,12,0.7,Beau temps,Q6,Samedi,11,2024
Pétrolier Synth-032,IMO9600031,Pétrolier,Port d'Alger,2023-09-20 08:35,2023-09-29 20:59,228h24,228.4,Attente silo disponible (saturation),36366,254.89,15.01,17,0.83,Mer agitée,Q3,Mercredi,9,2023
Vraquier Synth-033,IMO9600032,Vraquier,Port d'Alger,2023-12-22 23:45,2024-01-03 01:54,266h09,266.15,Saturation totale du port,64803,162.97,10.03,20,0.82,Brouillard,Q12,Vendredi,12,2023
Vraquier Synth-034,IMO9600033,Vraquier,Port d'Alger,2022-06-11 23:05,2022-06-25 13:21,326h16,326.26666666666665,Tempête majeure / Fermeture du port,48970,187.32,10.91,22,0.81,Houle,Q4,Samedi,6,2022
Gazier Synth-035,IMO9600034,Gazier,Port d'Alger,2024-02-26 15:10,2024-03-10 10:17,307h07,307.1166666666667,Attente prolongée poste à quai,12916,158.08,11.72,15,0.7,Mer agitée,Q12,Lundi,2,2024
Roulier Synth-036,IMO9600035,Roulier (Ro-Ro),Port d'Alger,2022-11-20 16:45,2022-11-29 17:06,216h21,216.35,Encombrement quai sévère,8068,145.11,12.21,18,0.79,Beau temps,Q8,Dimanche,11,2022
Roulier Synth-037,IMO9600036,Roulier (Ro-Ro),Port d'Alger,2022-04-27 15:05,2022-05-11 19:01,339h56,339.93333333333334,Panne système informatique portuaire,32165,166.69,9.59,19,0.8,Beau temps,Q11,Mercredi,4,2022
Vraquier Synth-038,IMO9600037,Vraquier,Port d'Alger,2024-09-25 00:30,2024-10-01 11:55,155h25,155.41666666666666,Grève des dockers,22386,127.93,8.12,19,0.7,Vent fort,Q9,Mercredi,9,2024
Roulier Synth-039,IMO9600038,Roulier (Ro-Ro),Port d'Alger,2024-10-13 19:45,2024-10-28 01:38,341h53,341.8833333333333,Attente prolongée poste à quai,31705,163.91,8.8,15,0.78,Mer agitée,Q11,Dimanche,10,2024
Vraquier Synth-040,IMO9600039,Vraquier,Port d'Alger,2022-10-24 17:45,2022-11-06 02:47,297h02,297.03333333333336,Panne grue portuaire majeure,29039,151.43,10.57,17,0.71,Beau temps,Q5,Lundi,10,2022
Vraquier Synth-041,IMO9600040,Vraquier,Port d'Alger,2022-07-21 03:25,2022-08-03 18:56,327h31,327.51666666666665,Attente silo disponible (saturation),49149,196.37,10.47,15,0.73,Beau temps,Q12,Jeudi,7,2022
Céréalier Synth-042,IMO9600041,Céréalier,Port d'Alger,2023-12-13 12:45,2023-12-26 09:39,308h54,308.9,Panne grue portuaire majeure,51374,166.46,10.12,17,0.84,Beau temps,Q8,Mercredi,12,2023
Porte-conteneurs Synth-043,IMO9600042,Porte-conteneurs,Port d'Alger,2023-11-01 14:45,2023-11-10 10:31,211h46,211.76666666666668,Conflit social au port,18218,152.79,10.31,8,0.7,Beau temps,Q8,Mercredi,11,2023
Vraquier Synth-044,IMO9600043,Vraquier,Port d'Alger,2023-01-20 12:50,2023-01-30 20:02,247h12,247.2,Panne système informatique portuaire,10231,176.04,13.9,18,0.76,Mer agitée,Q6,Vendredi,1,2023
Porte-conteneurs Synth-045,IMO9600044,Porte-conteneurs,Port d'Alger,2024-06-04 20:40,2024-06-19 15:56,355h16,355.26666666666665,Panne grue portuaire majeure,96199,302.24,20.0,15,0.7,Beau temps,Q8,Mardi,6,2024
Vraquier Synth-046,IMO9600045,Vraquier,Port d'Alger,2022-03-27 02:15,2022-04-03 10:12,175h57,175.95,Tempête majeure / Fermeture du port,12123,190.14,11.6,8,0.7,Houle,Q10,Dimanche,3,2022
Pétrolier Synth-047,IMO9600046,Pétrolier,Port d'Alger,2024-01-03 14:20,2024-01-15 20:06,293h46,293.76666666666665,Contrôle sanitaire approfondi,13768,191.99,11.46,17,0.73,Mer agitée,Q10,Mercredi,1,2024
Vraquier Synth-048,IMO9600047,Vraquier,Port d'Alger,2024-01-10 17:25,2024-01-17 23:59,174h34,174.56666666666666,Pénurie de pilotes,14356,223.33,12.08,20,0.88,Mer agitée,Q2,Mercredi,1,2024
Porte-conteneurs Synth-049,IMO9600048,Porte-conteneurs,Port d'Alger,2024-07-12 20:00,2024-07-18 18:40,142h40,142.66666666666666,Conflit social au port,32503,162.89,9.77,23,0.85,Beau temps,Q7,Vendredi,7,2024
Vraquier Synth-050,IMO9600049,Vraquier,Port d'Alger,2022-08-02 00:55,2022-08-11 08:55,224h00,224.0,Grève des dockers,38681,135.41,8.93,8,0.7,Mer agitée,Q4,Mardi,8,2022
Vraquier Synth-051,IMO9600050,Vraquier,Port d'Alger,2024-03-05 12:20,2024-03-13 21:06,200h46,200.76666666666668,Attente prolongée poste à quai,48930,230.04,10.97,18,0.79,Vent fort,Q8,Mardi,3,2024
Roulier Synth-052,IMO9600051,Roulier (Ro-Ro),Port d'Alger,2023-02-26 02:05,2023-03-07 15:48,229h43,229.71666666666667,Grève des dockers,19987,169.8,9.75,15,0.74,Mer agitée,Q6,Dimanche,2,2023
Vraquier Synth-053,IMO9600052,Vraquier,Port d'Alger,2023-10-29 07:10,2023-11-06 11:18,196h08,196.13333333333333,Panne grue portuaire majeure,8987,125.07,7.89,15,0.73,Brouillard,Q12,Dimanche,10,2023
Porte-conteneurs Synth-054,IMO9600053,Porte-conteneurs,Port d'Alger,2024-12-15 06:15,2024-12-29 13:30,343h15,343.25,Avarie technique nécessitant expertise,92037,169.34,10.25,14,0.7,Beau temps,Q8,Dimanche,12,2024
Pétrolier Synth-055,IMO9600054,Pétrolier,Port d'Alger,2023-04-02 20:10,2023-04-16 01:28,317h18,317.3,Saturation totale du port,15211,253.07,14.78,8,0.7,Brouillard,Q9,Dimanche,4,2023
Gazier Synth-056,IMO9600055,Gazier,Port d'Alger,2022-09-23 02:55,2022-10-05 20:00,305h05,305.0833333333333,Panne grue portuaire majeure,16338,177.75,9.86,13,0.71,Vent fort,Q11,Vendredi,9,2022
Vraquier Synth-057,IMO9600056,Vraquier,Port d'Alger,2024-10-17 22:55,2024-10-29 00:58,266h03,266.05,Attente prolongée poste à quai,42659,231.5,13.01,10,0.7,Beau temps,Q7,Jeudi,10,2024
Vraquier Synth-058,IMO9600057,Vraquier,Port d'Alger,2024-11-09 01:00,2024-11-15 11:26,154h26,154.43333333333334,Tempête majeure / Fermeture du port,19099,197.77,12.4,14,0.76,Mer agitée,Q9,Samedi,11,2024
Vraquier Synth-059,IMO9600058,Vraquier,Port d'Alger,2024-02-17 17:40,2024-02-25 16:53,191h13,191.21666666666667,Attente prolongée poste à quai,53155,146.07,8.82,10,0.7,Beau temps,Q9,Samedi,2,2024
Vraquier Synth-060,IMO9600059,Vraquier,Port d'Alger,2024-04-29 16:20,2024-05-05 09:35,137h15,137.25,Contrôle sanitaire approfondi,15357,161.52,10.41,10,0.7,Houle,Q7,Lundi,4,2024
Porte-conteneurs Synth-061,IMO9600060,Porte-conteneurs,Port d'Alger,2022-04-01 07:55,2022-04-07 16:34,152h39,152.65,Conflit social au port,69264,242.93,14.04,16,0.79,Houle,Q10,Vendredi,4,2022
Vraquier Synth-062,IMO9600061,Vraquier,Port d'Alger,2023-01-15 23:25,2023-01-24 06:13,198h48,198.8,Attente prolongée poste à quai,15921,193.03,12.7,13,0.7,Mer agitée,Q10,Dimanche,1,2023
Vraquier Synth-063,IMO9600062,Vraquier,Port d'Alger,2022-07-14 09:45,2022-07-27 14:45,317h00,317.0,Panne grue portuaire majeure,22085,152.15,9.45,17,0.75,Houle,Q9,Jeudi,7,2022
Roulier Synth-064,IMO9600063,Roulier (Ro-Ro),Port d'Alger,2024-05-13 03:55,2024-05-22 22:15,234h20,234.33333333333334,Grève des dockers,38437,132.67,6.74,13,0.7,Mer agitée,Q7,Lundi,5,2024
Vraquier Synth-065,IMO9600064,Vraquier,Port d'Alger,2022-02-15 00:30,2022-02-21 16:20,159h50,159.83333333333334,Conflit social au port,39217,135.79,9.68,15,0.77,Beau temps,Q9,Mardi,2,2022
Céréalier Synth-066,IMO9600065,Céréalier,Port d'Alger,2022-08-15 21:15,2022-08-24 14:22,209h07,209.11666666666667,Conflit social au port,65122,177.0,9.58,15,0.75,Vent fort,Q1,Lundi,8,2022
Porte-conteneurs Synth-067,IMO9600066,Porte-conteneurs,Port d'Alger,2023-04-18 17:10,2023-05-03 07:38,350h28,350.46666666666664,Encombrement quai sévère,68000,163.64,10.85,21,0.73,Houle,Q12,Mardi,4,2023
Cimentier Synth-068,IMO9600067,Cimentier,Port d'Alger,2022-02-23 05:30,2022-03-05 22:14,256h44,256.73333333333335,Pénurie de pilotes,11411,139.2,10.72,18,0.77,Vent fort,Q4,Mercredi,2,2022
Vraquier Synth-069,IMO9600068,Vraquier,Port d'Alger,2023-11-11 15:45,2023-11-21 11:08,235h23,235.38333333333333,Panne grue portuaire majeure,47943,153.61,10.21,8,0.7,Vent fort,Q6,Samedi,11,2023
Roulier Synth-070,IMO9600069,Roulier (Ro-Ro),Port d'Alger,2022-10-06 15:50,2022-10-20 07:06,327h16,327.26666666666665,Panne grue portuaire majeure,42170,197.73,12.98,24,0.93,Vent fort,Q11,Jeudi,10,2022
Vraquier Synth-071,IMO9600070,Vraquier,Port d'Alger,2023-03-30 18:05,2023-04-06 11:48,161h43,161.71666666666667,Grève des dockers,41245,222.1,13.15,8,0.7,Beau temps,Q2,Jeudi,3,2023
Vraquier Synth-072,IMO9600071,Vraquier,Port d'Alger,2024-09-02 10:10,2024-09-09 11:04,168h54,168.9,Pénurie de pilotes,28039,123.85,7.07,11,0.7,Mer agitée,Q12,Lundi,9,2024
Gazier Synth-073,IMO9600072,Gazier,Port d'Alger,2023-10-03 17:45,2023-10-09 20:40,146h55,146.91666666666666,Attente prolongée poste à quai,11417,146.3,9.85,15,0.7,Beau temps,Q11,Mardi,10,2023
Pétrolier Synth-074,IMO9600073,Pétrolier,Port d'Alger,2024-07-05 11:45,2024-07-11 05:37,137h52,137.86666666666667,Encombrement quai sévère,14547,196.98,11.62,20,0.81,Mer agitée,Q10,Vendredi,7,2024
Céréalier Synth-075,IMO9600074,Céréalier,Port d'Alger,2023-09-14 08:05,2023-09-29 07:05,359h00,359.0,Conflit social au port,51120,163.34,9.1,16,0.73,Brouillard,Q3,Jeudi,9,2023
Roulier Synth-076,IMO9600075,Roulier (Ro-Ro),Port d'Alger,2023-03-09 21:50,2023-03-17 02:14,172h24,172.4,Avarie technique nécessitant expertise,8654,115.09,6.53,13,0.75,Vent fort,Q6,Jeudi,3,2023
Céréalier Synth-077,IMO9600076,Céréalier,Port d'Alger,2024-08-20 15:35,2024-08-30 03:08,227h33,227.55,Saturation totale du port,30344,205.53,11.45,8,0.7,Mer agitée,Q10,Mardi,8,2024
Céréalier Synth-078,IMO9600077,Céréalier,Port d'Alger,2022-04-20 10:40,2022-05-01 08:12,261h32,261.53333333333336,Grève des dockers,16792,220.95,13.95,24,0.88,Brouillard,Q8,Mercredi,4,2022
Pétrolier Synth-079,IMO9600078,Pétrolier,Port d'Alger,2023-09-29 17:45,2023-10-09 18:01,240h16,240.26666666666668,Avarie technique nécessitant expertise,55078,177.1,11.8,13,0.72,Houle,Q11,Vendredi,9,2023
Pétrolier Synth-080,IMO9600079,Pétrolier,Port d'Alger,2022-01-26 23:00,2022-02-02 19:50,164h50,164.83333333333334,Attente silo disponible (saturation),65873,213.76,14.17,16,0.71,Beau temps,Q8,Mercredi,1,2022
Vraquier Synth-081,IMO9600080,Vraquier,Port d'Alger,2022-05-21 05:55,2022-06-02 11:49,293h54,293.9,Panne système informatique portuaire,36741,196.48,11.88,8,0.7,Beau temps,Q9,Samedi,5,2022
Cimentier Synth-082,IMO9600081,Cimentier,Port d'Alger,2022-04-26 07:40,2022-05-11 04:51,357h11,357.18333333333334,Grève des dockers,8423,125.8,9.87,17,0.81,Mer agitée,Q4,Mardi,4,2022
Pétrolier Synth-083,IMO9600082,Pétrolier,Port d'Alger,2023-07-25 23:45,2023-08-02 05:48,174h03,174.05,Attente prolongée poste à quai,26233,195.2,10.75,12,0.7,Beau temps,Q4,Mardi,7,2023
Céréalier Synth-084,IMO9600083,Céréalier,Port d'Alger,2022-02-17 07:15,2022-03-02 02:29,307h14,307.23333333333335,Attente prolongée poste à quai,44093,217.09,13.77,10,0.7,Brouillard,Q6,Jeudi,2,2022
Vraquier Synth-085,IMO9600084,Vraquier,Port d'Alger,2024-08-21 08:15,2024-09-05 00:43,352h28,352.46666666666664,Tempête majeure / Fermeture du port,58853,133.02,9.66,18,0.84,Mer agitée,Q9,Mercredi,8,2024
Céréalier Synth-086,IMO9600085,Céréalier,Port d'Alger,2022-12-26 22:00,2023-01-05 11:28,229h28,229.46666666666667,Panne grue portuaire majeure,58516,200.74,13.42,14,0.71,Beau temps,Q1,Lundi,12,2022
Vraquier Synth-087,IMO9600086,Vraquier,Port d'Alger,2023-02-13 08:20,2023-02-21 04:19,187h59,187.98333333333332,Grève des dockers,28339,214.21,9.23,19,0.8,Beau temps,Q9,Lundi,2,2023
Pétrolier Synth-088,IMO9600087,Pétrolier,Port d'Alger,2023-12-25 19:40,2024-01-09 08:46,349h06,349.1,Saturation totale du port,70850,169.34,11.75,8,0.7,Vent fort,Q11,Lundi,12,2023
Céréalier Synth-089,IMO9600088,Céréalier,Port d'Alger,2023-12-22 15:45,2024-01-06 03:22,347h37,347.6166666666667,Encombrement quai sévère,11970,202.41,14.31,16,0.7,Mer agitée,Q3,Vendredi,12,2023
Vraquier Synth-090,IMO9600089,Vraquier,Port d'Alger,2023-03-12 15:55,2023-03-17 20:29,124h34,124.56666666666666,Panne système informatique portuaire,32080,148.8,9.01,17,0.78,Beau temps,Q6,Dimanche,3,2023
Pétrolier Synth-091,IMO9600090,Pétrolier,Port d'Alger,2022-03-21 20:10,2022-04-04 04:44,320h34,320.56666666666666,Encombrement quai sévère,38636,225.95,14.58,19,0.81,Beau temps,Q3,Lundi,3,2022
Pétrolier Synth-092,IMO9600091,Pétrolier,Port d'Alger,2022-11-28 12:05,2022-12-11 22:04,321h59,321.98333333333335,Saturation totale du port,85136,193.0,11.14,15,0.74,Brouillard,Q2,Lundi,11,2022
Pétrolier Synth-093,IMO9600092,Pétrolier,Port d'Alger,2023-01-11 05:05,2023-01-20 05:05,216h00,216.0,Pénurie de pilotes,54465,244.75,13.32,17,0.79,Mer agitée,Q3,Mercredi,1,2023
Vraquier Synth-094,IMO9600093,Vraquier,Port d'Alger,2024-05-02 19:40,2024-05-15 22:28,314h48,314.8,Saturation totale du port,23146,201.2,11.38,16,0.73,Beau temps,Q4,Jeudi,5,2024
Vraquier Synth-095,IMO9600094,Vraquier,Port d'Alger,2023-08-18 02:15,2023-08-30 07:11,292h56,292.93333333333334,Panne grue portuaire majeure,14143,169.26,9.75,16,0.74,Beau temps,Q6,Vendredi,8,2023
Vraquier Synth-096,IMO9600095,Vraquier,Port d'Alger,2023-03-15 10:45,2023-03-29 11:22,336h37,336.6166666666667,Conflit social au port,49876,224.91,13.37,19,0.82,Beau temps,Q7,Mercredi,3,2023
Porte-conteneurs Synth-097,IMO9600096,Porte-conteneurs,Port d'Alger,2022-09-25 15:15,2022-10-10 10:41,355h26,355.43333333333334,Attente prolongée poste à quai,29332,185.53,13.32,17,0.7,Brouillard,Q2,Dimanche,9,2022
Vraquier Synth-098,IMO9600097,Vraquier,Port d'Alger,2023-12-08 16:40,2023-12-16 13:20,188h40,188.66666666666666,Panne grue portuaire majeure,69570,138.44,7.98,15,0.79,Vent fort,Q9,Vendredi,12,2023
Porte-conteneurs Synth-099,IMO9600098,Porte-conteneurs,Port d'Alger,2024-05-24 00:55,2024-06-05 21:13,308h18,308.3,Attente silo disponible (saturation),92113,273.05,18.23,10,0.7,Vent fort,Q4,Vendredi,5,2024
Pétrolier Synth-100,IMO9600099,Pétrolier,Port d'Alger,2024-10-19 10:05,2024-11-01 02:16,304h11,304.18333333333334,Pénurie de pilotes,30783,208.36,11.35,17,0.76,Vent fort,Q12,Samedi,10,2024
Vraquier Synth-101,IMO9600100,Vraquier,Port d'Alger,2023-07-10 00:20,2023-07-20 13:15,252h55,252.91666666666666,Panne système informatique portuaire,41335,142.13,9.56,13,0.74,Beau temps,Q4,Lundi,7,2023
Porte-conteneurs Synth-102,IMO9600101,Porte-conteneurs,Port d'Alger,2022-07-14 21:30,2022-07-20 17:40,140h10,140.16666666666666,Tempête majeure / Fermeture du port,103385,212.1,14.18,19,0.73,Houle,Q7,Jeudi,7,2022
Roulier Synth-103,IMO9600102,Roulier (Ro-Ro),Port d'Alger,2022-07-03 10:50,2022-07-16 07:28,308h38,308.6333333333333,Attente prolongée poste à quai,9634,179.27,9.9,21,0.81,Mer agitée,Q6,Dimanche,7,2022
Porte-conteneurs Synth-104,IMO9600103,Porte-conteneurs,Port d'Alger,2024-07-21 08:15,2024-07-27 03:49,139h34,139.56666666666666,Attente prolongée poste à quai,33932,239.06,14.29,15,0.71,Vent fort,Q9,Dimanche,7,2024
Vraquier Synth-105,IMO9600104,Vraquier,Port d'Alger,2023-04-10 00:20,2023-04-17 20:57,188h37,188.61666666666667,Attente silo disponible (saturation),11706,163.2,11.48,15,0.72,Houle,Q11,Lundi,4,2023
Céréalier Synth-106,IMO9600105,Céréalier,Port d'Alger,2024-11-20 03:10,2024-11-25 08:27,125h17,125.28333333333333,Encombrement quai sévère,51218,162.96,9.73,20,0.82,Vent fort,Q3,Mercredi,11,2024
Porte-conteneurs Synth-107,IMO9600106,Porte-conteneurs,Port d'Alger,2022-07-21 06:10,2022-08-04 22:32,352h22,352.3666666666667,Encombrement quai sévère,57381,275.5,15.69,10,0.7,Beau temps,Q4,Jeudi,7,2022
Roulier Synth-108,IMO9600107,Roulier (Ro-Ro),Port d'Alger,2024-02-18 17:05,2024-02-23 18:34,121h29,121.48333333333333,Panne grue portuaire majeure,34247,133.38,9.33,8,0.7,Houle,Q9,Dimanche,2,2024
Porte-conteneurs Synth-109,IMO9600108,Porte-conteneurs,Port d'Alger,2022-10-24 16:05,2022-11-01 21:18,197h13,197.21666666666667,Panne grue portuaire majeure,69493,276.16,18.13,12,0.7,Beau temps,Q7,Lundi,10,2022
Vraquier Synth-110,IMO9600109,Vraquier,Port d'Alger,2024-09-02 16:35,2024-09-11 22:00,221h25,221.41666666666666,Avarie technique nécessitant expertise,40999,138.66,10.74,19,0.88,Mer agitée,Q5,Lundi,9,2024
Vraquier Synth-111,IMO9600110,Vraquier,Port d'Alger,2022-08-15 20:15,2022-08-23 04:40,176h25,176.41666666666666,Pénurie de pilotes,57548,184.21,10.25,13,0.7,Houle,Q12,Lundi,8,2022
Pétrolier Synth-112,IMO9600111,Pétrolier,Port d'Alger,2022-08-14 02:20,2022-08-28 22:07,355h47,355.78333333333336,Grève des dockers,14365,204.6,11.37,9,0.7,Mer agitée,Q10,Dimanche,8,2022
Roulier Synth-113,IMO9600112,Roulier (Ro-Ro),Port d'Alger,2023-07-31 12:55,2023-08-13 03:34,302h39,302.65,Tempête majeure / Fermeture du port,40256,187.98,10.48,19,0.77,Vent fort,Q8,Lundi,7,2023
Porte-conteneurs Synth-114,IMO9600113,Porte-conteneurs,Port d'Alger,2023-06-26 01:00,2023-07-09 11:51,322h51,322.85,Tempête majeure / Fermeture du port,46073,293.56,17.55,12,0.7,Mer agitée,Q8,Lundi,6,2023
Pétrolier Synth-115,IMO9600114,Pétrolier,Port d'Alger,2023-01-29 02:10,2023-02-07 00:54,214h44,214.73333333333332,Panne système informatique portuaire,57535,214.18,15.38,14,0.7,Houle,Q12,Dimanche,1,2023
Porte-conteneurs Synth-116,IMO9600115,Porte-conteneurs,Port d'Alger,2023-12-23 23:10,2024-01-01 05:16,198h06,198.1,Tempête majeure / Fermeture du port,46505,265.03,15.7,15,0.8,Mer agitée,Q11,Samedi,12,2023
Pétrolier Synth-117,IMO9600116,Pétrolier,Port d'Alger,2024-04-08 00:55,2024-04-19 10:56,274h01,274.01666666666665,Avarie technique nécessitant expertise,57097,189.02,13.45,18,0.8,Beau temps,Q9,Lundi,4,2024
Pétrolier Synth-118,IMO9600117,Pétrolier,Port d'Alger,2022-01-06 01:25,2022-01-11 21:50,140h25,140.41666666666666,Panne grue portuaire majeure,53159,159.93,8.73,15,0.77,Vent fort,Q7,Jeudi,1,2022
Céréalier Synth-119,IMO9600118,Céréalier,Port d'Alger,2024-08-23 02:00,2024-09-01 20:46,234h46,234.76666666666668,Encombrement quai sévère,16262,210.59,11.98,14,0.7,Houle,Q10,Vendredi,8,2024
Roulier Synth-120,IMO9600119,Roulier (Ro-Ro),Port d'Alger,2024-07-22 05:10,2024-08-02 22:53,281h43,281.71666666666664,Tempête majeure / Fermeture du port,23674,134.67,9.79,8,0.7,Vent fort,Q9,Lundi,7,2024
Porte-conteneurs Synth-121,IMO9600120,Porte-conteneurs,Port d'Alger,2024-10-21 15:55,2024-10-28 15:41,167h46,167.76666666666668,Attente silo disponible (saturation),58361,200.76,13.14,12,0.7,Beau temps,Q4,Lundi,10,2024
Porte-conteneurs Synth-122,IMO9600121,Porte-conteneurs,Port d'Alger,2023-04-21 05:15,2023-05-01 15:30,250h15,250.25,Tempête majeure / Fermeture du port,22288,279.53,17.79,8,0.7,Vent fort,Q2,Vendredi,4,2023
Vraquier Synth-123,IMO9600122,Vraquier,Port d'Alger,2023-06-24 11:55,2023-06-30 16:20,148h25,148.41666666666666,Tempête majeure / Fermeture du port,11841,206.06,12.56,17,0.84,Mer agitée,Q1,Samedi,6,2023
Porte-conteneurs Synth-124,IMO9600123,Porte-conteneurs,Port d'Alger,2022-05-27 13:50,2022-06-02 05:52,136h02,136.03333333333333,Contrôle sanitaire approfondi,22060,257.57,14.51,26,0.93,Brouillard,Q8,Vendredi,5,2022
Cimentier Synth-125,IMO9600124,Cimentier,Port d'Alger,2024-04-14 21:00,2024-04-19 22:48,121h48,121.8,Attente prolongée poste à quai,27183,120.86,7.46,18,0.76,Vent fort,Q1,Dimanche,4,2024
Vraquier Synth-126,IMO9600125,Vraquier,Port d'Alger,2022-07-08 16:00,2022-07-16 02:24,178h24,178.4,Encombrement quai sévère,71162,118.37,8.33,10,0.7,Vent fort,Q7,Vendredi,7,2022
Roulier Synth-127,IMO9600126,Roulier (Ro-Ro),Port d'Alger,2023-02-01 16:40,2023-02-07 16:32,143h52,143.86666666666667,Panne grue portuaire majeure,43611,170.69,12.5,16,0.75,Vent fort,Q11,Mercredi,2,2023
Porte-conteneurs Synth-128,IMO9600127,Porte-conteneurs,Port d'Alger,2022-11-03 18:45,2022-11-10 14:13,163h28,163.46666666666667,Grève des dockers,95687,237.82,15.04,17,0.71,Vent fort,Q10,Jeudi,11,2022
